geneID	collisiontype	DistanceGroup	genestart	geneend	chr	start	end	width	score	Overlap	sample
YOL083W	headon	10000	165713	166952	NA	NA	NA	NA	NA	0	Hmo1
YOL083C-A	codirectional	10000	166460	166601	NA	NA	NA	NA	NA	0	Hmo1
YOL082W	codirectional	10000	168726	169974	chr15	169937	171073	1136	7.04982077980876	37	Hmo1
YOL081W	codirectional	10000	171069	180309	chr15	169937	171073	1136	7.04982077980876	4	Hmo1
YOL081W	codirectional	10000	171069	180309	chr15	172211	172259	48	1.44586562815331	48	Hmo1
YOL081W	codirectional	10000	171069	180309	chr15	173361	173575	214	2.05505022461013	214	Hmo1
YOL059W	headon	10000	217125	218448	chr15	216191	217344	1153	7.22156971519135	219	Hmo1
YOL058W	headon	10000	219210	220473	chr15	218459	219499	1040	2.92488684509005	289	Hmo1
YOL057W	headon	10000	220766	222902	NA	NA	NA	NA	NA	0	Hmo1
YOL056W	headon	10000	223267	224179	NA	NA	NA	NA	NA	0	Hmo1
YOL055C	codirectional	10000	224419	226075	NA	NA	NA	NA	NA	0	Hmo1
YOL054W	codirectional	10000	228613	229834	NA	NA	NA	NA	NA	0	Hmo1
YOL053W	codirectional	10000	230084	231272	chr15	231210	232496	1286	4.19901888034481	62	Hmo1
YOL052C-A	headon	10000	231569	231755	chr15	231210	232496	1286	4.19901888034481	186	Hmo1
YOL052C	headon	10000	232445	233636	chr15	231210	232496	1286	4.19901888034481	51	Hmo1
YOL051W	codirectional	10000	234939	238185	chr15	236097	237308	1211	2.65745140863905	1211	Hmo1
YOL156W	headon	10000	25272	26976	NA	NA	NA	NA	NA	0	Hmo1
YOL030W	headon	10000	268186	269641	NA	NA	NA	NA	NA	0	Hmo1
YOL029C	codirectional	10000	269814	270420	NA	NA	NA	NA	NA	0	Hmo1
YOL028C	codirectional	10000	270632	271370	NA	NA	NA	NA	NA	0	Hmo1
YOL155W-A	headon	10000	27083	27218	NA	NA	NA	NA	NA	0	Hmo1
YOL027C	codirectional	10000	272002	273724	NA	NA	NA	NA	NA	0	Hmo1
YOL026C	codirectional	10000	274011	274353	NA	NA	NA	NA	NA	0	Hmo1
YOL025W	headon	10000	274956	276939	chr15	276622	276726	104	1.86366434081827	104	Hmo1
YOL024W	headon	10000	277085	277604	chr15	277431	277519	88	1.88090196358726	88	Hmo1
YOL023W	codirectional	10000	278055	280086	NA	NA	NA	NA	NA	0	Hmo1
YOL022C	headon	10000	280271	281498	NA	NA	NA	NA	NA	0	Hmo1
YOL021C	headon	10000	282420	285426	chr15	281962	282427	465	1.87289433326813	7	Hmo1
YOL020W	codirectional	10000	286171	287950	chr15	286908	287148	240	1.7633551729487	240	Hmo1
YOL020W	codirectional	10000	286171	287950	chr15	287932	288784	852	3.68709838284877	18	Hmo1
YOL155C	codirectional	10000	28702	31606	chr15	29500	30094	594	2.29967502151504	594	Hmo1
YOL155C	codirectional	10000	28702	31606	chr15	30987	31225	238	2.26977658437854	238	Hmo1
YOL014W	headon	10000	299692	300067	NA	NA	NA	NA	NA	0	Hmo1
YOL013W-B	headon	10000	300689	300980	chr15	300678	301307	629	3.65186103303373	291	Hmo1
YOL013W-A	headon	10000	301046	301238	chr15	300678	301307	629	3.65186103303373	192	Hmo1
YOL013C	codirectional	10000	301379	303035	NA	NA	NA	NA	NA	0	Hmo1
YOL012C	codirectional	10000	303578	303983	NA	NA	NA	NA	NA	0	Hmo1
YOL011W	headon	10000	305348	307409	chr15	305279	305425	146	1.57731380066249	77	Hmo1
YOL010W	headon	10000	307937	309041	chr15	308955	309072	117	2.00864511685235	86	Hmo1
YOL009C	headon	10000	309323	310139	NA	NA	NA	NA	NA	0	Hmo1
YOL008W	codirectional	10000	310311	310935	NA	NA	NA	NA	NA	0	Hmo1
YOL007C	headon	10000	311341	312367	NA	NA	NA	NA	NA	0	Hmo1
YOL006C	headon	10000	313077	315387	NA	NA	NA	NA	NA	0	Hmo1
YOL005C	headon	10000	315812	316175	chr15	316166	316733	567	4.21597066745214	9	Hmo1
YOL004W	codirectional	10000	316937	321548	chr15	319783	319867	84	1.45588932711824	84	Hmo1
YOR001W	headon	10000	326831	329033	NA	NA	NA	NA	NA	0	Hmo1
YOR002W	headon	10000	329416	331051	NA	NA	NA	NA	NA	0	Hmo1
YOR003W	headon	10000	331454	332891	chr15	332877	333029	152	2.05657841708423	14	Hmo1
YOR004W	headon	10000	333591	334356	NA	NA	NA	NA	NA	0	Hmo1
YOR005C	codirectional	10000	334508	337343	chr15	334452	334600	148	2.08366352037674	92	Hmo1
YOR006C	headon	10000	337679	338621	NA	NA	NA	NA	NA	0	Hmo1
YOR007C	headon	10000	338937	339978	NA	NA	NA	NA	NA	0	Hmo1
YOR008C	headon	10000	341277	342414	NA	NA	NA	NA	NA	0	Hmo1
YOR008C-A	headon	10000	342856	343081	NA	NA	NA	NA	NA	0	Hmo1
YOR008W-B	codirectional	10000	343928	344030	chr15	343608	343966	358	1.82277389807067	38	Hmo1
YOR009W	codirectional	10000	344334	345798	NA	NA	NA	NA	NA	0	Hmo1
YOR010C	headon	10000	346194	346950	NA	NA	NA	NA	NA	0	Hmo1
YOL154W	headon	10000	34657	35407	NA	NA	NA	NA	NA	0	Hmo1
YOL152W	codirectional	10000	40747	42610	chr15	40142	40870	728	7.53503567539046	123	Hmo1
YOR052C	codirectional	10000	426771	427224	NA	NA	NA	NA	NA	0	Hmo1
YOR053W	headon	10000	427816	428158	chr15	427641	427910	269	1.72156529837196	94	Hmo1
YOR054C	codirectional	10000	427832	429857	chr15	427641	427910	269	1.72156529837196	78	Hmo1
YOR055W	headon	10000	429477	429912	NA	NA	NA	NA	NA	0	Hmo1
YOR056C	codirectional	10000	430246	431626	NA	NA	NA	NA	NA	0	Hmo1
YOR057W	headon	10000	432185	433373	chr15	433356	433542	186	2.11504000824896	17	Hmo1
YOR058C	codirectional	10000	433687	436345	chr15	434631	434723	92	1.75932828596217	92	Hmo1
YOL151W	codirectional	10000	43693	44722	chr15	42973	43786	813	4.43762171579089	93	Hmo1
YOL151W	codirectional	10000	43693	44722	chr15	44633	44763	130	1.91867965270266	89	Hmo1
YOR059C	headon	10000	438905	440258	NA	NA	NA	NA	NA	0	Hmo1
YOR060C	headon	10000	440389	441163	NA	NA	NA	NA	NA	0	Hmo1
YOR061W	codirectional	10000	441533	442553	NA	NA	NA	NA	NA	0	Hmo1
YOR062C	headon	10000	442724	443531	chr15	443308	444354	1046	4.06640916872071	223	Hmo1
YOR063W	codirectional	10000	444685	445849	NA	NA	NA	NA	NA	0	Hmo1
YOL150C	headon	10000	44472	44784	chr15	44633	44763	130	1.91867965270266	130	Hmo1
YOR064C	headon	10000	446078	446738	NA	NA	NA	NA	NA	0	Hmo1
YOL149W	codirectional	10000	44937	45633	chr15	45603	45855	252	3.38041394635683	30	Hmo1
YOL148C	headon	10000	45759	47574	chr15	45603	45855	252	3.38041394635683	96	Hmo1
YOR083W	headon	10000	479532	480420	chr15	479183	481089	1906	8.34439617598595	888	Hmo1
YOR084W	headon	10000	480586	481750	chr15	479183	481089	1906	8.34439617598595	503	Hmo1
YOR085W	headon	10000	482032	483085	NA	NA	NA	NA	NA	0	Hmo1
YOR086C	codirectional	10000	483218	486779	NA	NA	NA	NA	NA	0	Hmo1
YOR087W	headon	10000	487706	489734	NA	NA	NA	NA	NA	0	Hmo1
YOR089C	headon	10000	490195	490828	NA	NA	NA	NA	NA	0	Hmo1
YOR090C	headon	10000	491122	492841	NA	NA	NA	NA	NA	0	Hmo1
YOR091W	codirectional	10000	493432	494470	chr15	494429	494950	521	1.82661236302518	41	Hmo1
YOR092W	codirectional	10000	495126	496968	chr15	495439	495785	346	1.84126267192118	346	Hmo1
YOR093C	headon	10000	497505	502452	NA	NA	NA	NA	NA	0	Hmo1
YOL130W	headon	10000	74399	76979	chr15	76204	76935	731	2.38191069822673	731	Hmo1
YOL129W	headon	10000	77559	78114	chr15	78097	78145	48	1.65188361303972	17	Hmo1
YOL128C	codirectional	10000	78351	79479	chr15	78981	83692	4711	23.566290900449	498	Hmo1
YOL127W	headon	10000	80347	81190	chr15	78981	83692	4711	23.566290900449	843	Hmo1
YOL126C	codirectional	10000	81786	82920	chr15	78981	83692	4711	23.566290900449	1134	Hmo1
YOL125W	headon	10000	83833	85264	NA	NA	NA	NA	NA	0	Hmo1
YOR280C	codirectional	10000	844991	845792	NA	NA	NA	NA	NA	0	Hmo1
YOR281C	codirectional	10000	846268	847129	NA	NA	NA	NA	NA	0	Hmo1
YOR282W	headon	10000	846999	847320	NA	NA	NA	NA	NA	0	Hmo1
YOR283W	headon	10000	847452	848145	NA	NA	NA	NA	NA	0	Hmo1
YOR284W	headon	10000	848477	849209	NA	NA	NA	NA	NA	0	Hmo1
YOR285W	headon	10000	849634	850054	NA	NA	NA	NA	NA	0	Hmo1
YOR286W	headon	10000	850279	850729	NA	NA	NA	NA	NA	0	Hmo1
YOR287C	codirectional	10000	850936	851839	NA	NA	NA	NA	NA	0	Hmo1
YOR288C	codirectional	10000	852120	853077	NA	NA	NA	NA	NA	0	Hmo1
YOR289W	headon	10000	853356	854112	chr15	854080	854856	776	2.10184554059909	32	Hmo1
YOL124C	headon	10000	85455	86757	NA	NA	NA	NA	NA	0	Hmo1
YOR290C	headon	10000	855146	860258	chr15	857679	857874	195	1.9652665197937	195	Hmo1
YOR290C	headon	10000	855146	860258	chr15	859188	859784	596	1.71669127306928	596	Hmo1
YOR292C	codirectional	10000	865652	866582	chr15	865531	868057	2526	14.4565499637787	930	Hmo1
YOR293W	headon	10000	867097	867852	chr15	865531	868057	2526	14.4565499637787	755	Hmo1
YOR293C-A	codirectional	10000	867997	868147	chr15	865531	868057	2526	14.4565499637787	60	Hmo1
YOR294W	headon	10000	868339	868951	NA	NA	NA	NA	NA	0	Hmo1
YOR295W	headon	10000	869207	869894	NA	NA	NA	NA	NA	0	Hmo1
YOR296W	headon	10000	870201	874071	chr15	871548	871609	61	1.43606751149476	61	Hmo1
YOR297C	headon	10000	874742	875321	chr15	874971	875151	180	2.52153414634952	180	Hmo1
YOR298W	codirectional	10000	875598	877038	NA	NA	NA	NA	NA	0	Hmo1
YOR298C-A	headon	10000	877229	877685	chr15	877479	878307	828	4.75068910466256	206	Hmo1
YOL123W	codirectional	10000	87843	89448	chr15	87587	87882	295	3.45281394512426	39	Hmo1
YOL123W	codirectional	10000	87843	89448	chr15	88586	89052	466	2.06775759493104	466	Hmo1
YOL123W	codirectional	10000	87843	89448	chr15	89427	89536	109	1.61850793901087	21	Hmo1
YOR299W	codirectional	10000	878434	880675	NA	NA	NA	NA	NA	0	Hmo1
YOR300W	codirectional	10000	880574	880883	NA	NA	NA	NA	NA	0	Hmo1
YOR301W	codirectional	10000	880964	882272	chr15	881728	883743	2015	9.17780451819833	544	Hmo1
YOR302W	codirectional	10000	882764	882842	chr15	881728	883743	2015	9.17780451819833	78	Hmo1
YOR303W	codirectional	10000	882898	884134	chr15	881728	883743	2015	9.17780451819833	845	Hmo1
YOL122C	headon	10000	89691	91419	chr15	91376	92073	697	2.24850240317137	43	Hmo1
YOR311C	codirectional	10000	899055	899928	chr15	898913	899196	283	1.81704311543417	141	Hmo1
YOR311C	codirectional	10000	899055	899928	chr15	899639	904458	4819	20.034328563456	289	Hmo1
YOR312C	codirectional	10000	900249	901194	chr15	899639	904458	4819	20.034328563456	945	Hmo1
YOR313C	codirectional	10000	901857	902874	chr15	899639	904458	4819	20.034328563456	1017	Hmo1
YOR314W	headon	10000	903042	903372	chr15	899639	904458	4819	20.034328563456	330	Hmo1
YOR314W-A	headon	10000	904457	904568	chr15	899639	904458	4819	20.034328563456	1	Hmo1
YOR315W	headon	10000	904759	905800	NA	NA	NA	NA	NA	0	Hmo1
YOR316C	codirectional	10000	906235	907555	chr15	906739	907211	472	1.64319759840645	472	Hmo1
YOR316C	codirectional	10000	906235	907555	chr15	907551	909342	1791	5.90284775659609	4	Hmo1
YOR316C-A	codirectional	10000	907725	907935	chr15	907551	909342	1791	5.90284775659609	210	Hmo1
YOR317W	codirectional	10000	909342	911445	NA	NA	NA	NA	NA	0	Hmo1
YOR318C	headon	10000	911783	912436	chr15	912008	912153	145	1.95984720771794	145	Hmo1
YOR319W	codirectional	10000	912821	913463	NA	NA	NA	NA	NA	0	Hmo1
YOR320C	headon	10000	913618	915094	NA	NA	NA	NA	NA	0	Hmo1
YOR321W	codirectional	10000	916029	918291	NA	NA	NA	NA	NA	0	Hmo1
YOL121C	headon	10000	92025	92850	chr15	91376	92073	697	2.24850240317137	48	Hmo1
YOL121C	headon	10000	92025	92850	chr15	92793	93669	876	3.74173849651654	57	Hmo1
YOL120C	headon	10000	93394	94402	chr15	92793	93669	876	3.74173849651654	275	Hmo1
YOL120C	headon	10000	93394	94402	chr15	94236	94887	651	4.45452479381865	166	Hmo1
YOL119C	headon	10000	94855	96361	chr15	94236	94887	651	4.45452479381865	32	Hmo1
YOR343W-A	headon	10000	970577	971894	chr15	970305	976640	6335	4.24251626304554	1317	Hmo1
YOR344C	codirectional	10000	977193	978069	chr15	977976	980994	3018	19.21859374795	93	Hmo1
YOR345C	headon	10000	981811	982162	NA	NA	NA	NA	NA	0	Hmo1
YOR346W	codirectional	10000	981827	984785	NA	NA	NA	NA	NA	0	Hmo1
YOR347C	headon	10000	984941	986462	chr15	985118	985386	268	1.53203557600199	268	Hmo1
YOR348C	headon	10000	986898	988782	chr15	986625	990043	3418	14.3674834722131	1884	Hmo1
YOR349W	codirectional	10000	989788	992833	chr15	986625	990043	3418	14.3674834722131	255	Hmo1
YPL145C	codirectional	10000	278394	279699	NA	NA	NA	NA	NA	0	Hmo1
YPL144W	headon	10000	280479	280926	chr16	280039	283444	3405	16.1925163672369	447	Hmo1
YPL143W	headon	10000	282121	282970	chr16	280039	283444	3405	16.1925163672369	849	Hmo1
YPL142C	codirectional	10000	282685	283003	chr16	280039	283444	3405	16.1925163672369	318	Hmo1
YPL141C	codirectional	10000	283463	286061	chr16	284403	284677	274	1.75024316417044	274	Hmo1
YPL141C	codirectional	10000	283463	286061	chr16	285119	285291	172	1.48916667380328	172	Hmo1
YPL140C	codirectional	10000	287513	289034	NA	NA	NA	NA	NA	0	Hmo1
YPL139C	headon	10000	289668	291051	NA	NA	NA	NA	NA	0	Hmo1
YPL138C	headon	10000	291365	292427	NA	NA	NA	NA	NA	0	Hmo1
YPL137C	headon	10000	292816	296647	chr16	296582	297619	1037	7.94262768495444	65	Hmo1
YPL136W	codirectional	10000	296285	296654	chr16	296582	297619	1037	7.94262768495444	72	Hmo1
YPL135W	codirectional	10000	297552	298050	chr16	296582	297619	1037	7.94262768495444	67	Hmo1
YPL135C-A	headon	10000	297677	297851	NA	NA	NA	NA	NA	0	Hmo1
YPL134C	headon	10000	298570	299503	NA	NA	NA	NA	NA	0	Hmo1
YPL092W	headon	10000	373792	375169	NA	NA	NA	NA	NA	0	Hmo1
YPL091W	headon	10000	375501	376953	NA	NA	NA	NA	NA	0	Hmo1
YPL090C	codirectional	10000	377290	378395	chr16	377129	380508	3379	26.4539479847391	1105	Hmo1
YPL089C	codirectional	10000	379119	381150	chr16	377129	380508	3379	26.4539479847391	1389	Hmo1
YPL089C	codirectional	10000	379119	381150	chr16	381101	381976	875	4.36365574520133	49	Hmo1
YPL088W	headon	10000	381964	382993	chr16	381101	381976	875	4.36365574520133	12	Hmo1
YPL087W	headon	10000	383454	384408	chr16	384321	384816	495	3.2999885223932	87	Hmo1
YPL086C	headon	10000	384772	386446	chr16	384321	384816	495	3.2999885223932	44	Hmo1
YPL085W	codirectional	10000	387066	393654	chr16	389414	389494	80	1.50471773474664	80	Hmo1
YPL085W	codirectional	10000	387066	393654	chr16	393601	393772	171	1.53310044849688	53	Hmo1
YPL084W	codirectional	10000	394037	396572	NA	NA	NA	NA	NA	0	Hmo1
YPL078C	codirectional	10000	408009	408744	NA	NA	NA	NA	NA	0	Hmo1
YPL077C	codirectional	10000	409367	410090	NA	NA	NA	NA	NA	0	Hmo1
YPL076W	headon	10000	410442	411285	NA	NA	NA	NA	NA	0	Hmo1
YPL075W	headon	10000	412253	415362	chr16	414037	414147	110	1.68968181930067	110	Hmo1
YPL074W	headon	10000	415762	418027	NA	NA	NA	NA	NA	0	Hmo1
YPL073C	headon	10000	418498	418984	NA	NA	NA	NA	NA	0	Hmo1
YPL072W	codirectional	10000	418511	420011	NA	NA	NA	NA	NA	0	Hmo1
YPL071C	headon	10000	420047	420518	NA	NA	NA	NA	NA	0	Hmo1
YPL070W	codirectional	10000	420947	422786	NA	NA	NA	NA	NA	0	Hmo1
YPL069C	headon	10000	422884	423892	NA	NA	NA	NA	NA	0	Hmo1
YPL068C	headon	10000	424214	425096	chr16	424813	426087	1274	9.03771246512299	283	Hmo1
YPL067C	headon	10000	425250	425847	chr16	424813	426087	1274	9.03771246512299	597	Hmo1
YPL066W	codirectional	10000	426232	427672	NA	NA	NA	NA	NA	0	Hmo1
YPL065W	codirectional	10000	427926	428655	NA	NA	NA	NA	NA	0	Hmo1
YPL058C	codirectional	10000	445841	450377	chr16	447628	448303	675	1.89325810609948	675	Hmo1
YPL057C	codirectional	10000	451908	453057	NA	NA	NA	NA	NA	0	Hmo1
YPL056C	codirectional	10000	453429	453735	chr16	453181	454378	1197	5.23468114545154	306	Hmo1
YPL055C	codirectional	10000	453991	454990	chr16	453181	454378	1197	5.23468114545154	387	Hmo1
YPL055C	codirectional	10000	453991	454990	chr16	454768	455726	958	4.6073245264083	222	Hmo1
YPL054W	headon	10000	455758	456664	NA	NA	NA	NA	NA	0	Hmo1
YPL053C	headon	10000	457117	458458	NA	NA	NA	NA	NA	0	Hmo1
YPL052W	codirectional	10000	458798	459678	NA	NA	NA	NA	NA	0	Hmo1
YPL051W	codirectional	10000	459962	460559	NA	NA	NA	NA	NA	0	Hmo1
YPL050C	headon	10000	460778	461966	NA	NA	NA	NA	NA	0	Hmo1
YPL049C	headon	10000	462480	463839	chr16	463214	464592	1378	6.69316896856317	625	Hmo1
YPL048W	codirectional	10000	464400	465648	chr16	463214	464592	1378	6.69316896856317	192	Hmo1
YPL047W	codirectional	10000	465961	466261	NA	NA	NA	NA	NA	0	Hmo1
YPL046C	headon	10000	466643	466943	NA	NA	NA	NA	NA	0	Hmo1
YPL026C	codirectional	10000	500674	502183	chr16	501827	503734	1907	15.363015390947	356	Hmo1
YPL025C	codirectional	10000	502472	503030	chr16	501827	503734	1907	15.363015390947	558	Hmo1
YPL024W	headon	10000	503516	504242	chr16	501827	503734	1907	15.363015390947	218	Hmo1
YPL024W	headon	10000	503516	504242	chr16	504169	504415	246	1.91552045630578	73	Hmo1
YPL023C	codirectional	10000	504338	506312	chr16	504169	504415	246	1.91552045630578	77	Hmo1
YPL022W	headon	10000	506696	509999	NA	NA	NA	NA	NA	0	Hmo1
YPL021W	headon	10000	511100	511664	chr16	511192	511240	48	1.70326253785576	48	Hmo1
YPL020C	headon	10000	512312	514178	NA	NA	NA	NA	NA	0	Hmo1
YPL019C	headon	10000	514510	517018	chr16	514299	514593	294	3.4078350948249	83	Hmo1
YPL018W	codirectional	10000	517650	518760	NA	NA	NA	NA	NA	0	Hmo1
YPL017C	headon	10000	518733	520233	chr16	519918	520398	480	2.175380727696	315	Hmo1
YPL016W	codirectional	10000	521013	524958	chr16	520862	521204	342	4.52466620210256	191	Hmo1
YPL016W	codirectional	10000	521013	524958	chr16	521968	522758	790	1.97801012911225	790	Hmo1
YPL016W	codirectional	10000	521013	524958	chr16	523866	524193	327	1.48927014285556	327	Hmo1
YPL016W	codirectional	10000	521013	524958	chr16	524893	525124	231	1.84064986287648	65	Hmo1
YPL002C	codirectional	10000	553626	554328	NA	NA	NA	NA	NA	0	Hmo1
YPR028W	headon	10000	623526	624202	NA	NA	NA	NA	NA	0	Hmo1
YPR029C	codirectional	10000	624468	626967	NA	NA	NA	NA	NA	0	Hmo1
YPR030W	headon	10000	627879	631245	chr16	628210	628263	53	1.43541871250051	53	Hmo1
YPR031W	headon	10000	631514	633761	chr16	633652	633903	251	1.45703444535188	109	Hmo1
YPL257W	headon	10000	63278	63860	NA	NA	NA	NA	NA	0	Hmo1
YPR032W	codirectional	10000	634122	637224	NA	NA	NA	NA	NA	0	Hmo1
YPR033C	headon	10000	637378	639019	chr16	637234	637439	205	1.8461545599048	61	Hmo1
YPR034W	codirectional	10000	639524	640958	chr16	640193	640308	115	1.52060742603575	115	Hmo1
YPR034W	codirectional	10000	639524	640958	chr16	640932	642025	1093	6.36947064630386	26	Hmo1
YPR035W	codirectional	10000	642207	643320	NA	NA	NA	NA	NA	0	Hmo1
YPR036W	codirectional	10000	643835	645272	chr16	644710	646625	1915	18.2915964020034	562	Hmo1
YPL256C	codirectional	10000	64976	66614	NA	NA	NA	NA	NA	0	Hmo1
YPR058W	headon	10000	673750	674674	NA	NA	NA	NA	NA	0	Hmo1
YPR059C	codirectional	10000	674313	674700	NA	NA	NA	NA	NA	0	Hmo1
YPR060C	codirectional	10000	674860	675631	NA	NA	NA	NA	NA	0	Hmo1
YPR061C	codirectional	10000	675976	676882	NA	NA	NA	NA	NA	0	Hmo1
YPR062W	headon	10000	677164	677641	chr16	677615	677774	159	1.73633166482255	26	Hmo1
YPL255W	headon	10000	67724	68882	NA	NA	NA	NA	NA	0	Hmo1
YPR063C	codirectional	10000	677811	678320	chr16	678146	680401	2255	12.759009161758	174	Hmo1
YPR064W	headon	10000	678950	679370	chr16	678146	680401	2255	12.759009161758	420	Hmo1
YPR065W	headon	10000	679692	680799	chr16	678146	680401	2255	12.759009161758	709	Hmo1
YPR066W	headon	10000	681212	682112	NA	NA	NA	NA	NA	0	Hmo1
YPR067W	headon	10000	682219	682777	NA	NA	NA	NA	NA	0	Hmo1
YPR068C	codirectional	10000	682940	684353	NA	NA	NA	NA	NA	0	Hmo1
YPR069C	headon	10000	684555	685437	NA	NA	NA	NA	NA	0	Hmo1
YPR070W	codirectional	10000	685897	687598	NA	NA	NA	NA	NA	0	Hmo1
YPR071W	codirectional	10000	688171	688807	NA	NA	NA	NA	NA	0	Hmo1
YPR072W	codirectional	10000	690106	691789	NA	NA	NA	NA	NA	0	Hmo1
YPR073C	headon	10000	691932	692418	NA	NA	NA	NA	NA	0	Hmo1
YPR074C	headon	10000	692795	694838	NA	NA	NA	NA	NA	0	Hmo1
YPL254W	headon	10000	69484	70951	NA	NA	NA	NA	NA	0	Hmo1
YPL253C	codirectional	10000	71062	73006	NA	NA	NA	NA	NA	0	Hmo1
YPL252C	headon	10000	73362	73881	chr16	73796	76882	3086	10.7837056307176	85	Hmo1
YPL251W	codirectional	10000	73624	73927	chr16	73796	76882	3086	10.7837056307176	131	Hmo1
YPL250C	headon	10000	74308	74719	chr16	73796	76882	3086	10.7837056307176	411	Hmo1
YPL249C-A	headon	10000	75698	76239	chr16	73796	76882	3086	10.7837056307176	541	Hmo1
YPL250W-A	codirectional	10000	75701	75989	chr16	73796	76882	3086	10.7837056307176	288	Hmo1
YPR117W	headon	10000	760024	767494	NA	NA	NA	NA	NA	0	Hmo1
YPL249C	headon	10000	76668	79353	chr16	73796	76882	3086	10.7837056307176	214	Hmo1
YPR118W	headon	10000	767751	768987	NA	NA	NA	NA	NA	0	Hmo1
YPR119W	headon	10000	771652	773128	NA	NA	NA	NA	NA	0	Hmo1
YPR120C	codirectional	10000	773874	775182	NA	NA	NA	NA	NA	0	Hmo1
YPR121W	codirectional	10000	778582	780301	chr16	780294	780462	168	2.3350296870968	7	Hmo1
YPR122W	codirectional	10000	782044	785671	chr16	785226	786363	1137	7.46911401567553	445	Hmo1
YPR123C	headon	10000	786140	786575	chr16	785226	786363	1137	7.46911401567553	223	Hmo1
YPR124W	codirectional	10000	786207	787428	chr16	785226	786363	1137	7.46911401567553	156	Hmo1
YPR124W	codirectional	10000	786207	787428	chr16	787008	787246	238	1.60185001726888	238	Hmo1
YPL248C	headon	10000	79710	82356	NA	NA	NA	NA	NA	0	Hmo1
YPR137C-B	codirectional	10000	805000	810269	chr16	804197	811445	7248	4.91294509318926	5269	Hmo1
YPR137C-A	codirectional	10000	808946	810269	chr16	804197	811445	7248	4.91294509318926	1323	Hmo1
YPR138C	codirectional	10000	810983	812453	chr16	804197	811445	7248	4.91294509318926	462	Hmo1
YPR139C	codirectional	10000	813155	814058	chr16	812572	813164	592	3.18665705639238	9	Hmo1
YPR140W	headon	10000	814390	815536	NA	NA	NA	NA	NA	0	Hmo1
YPR141C	codirectional	10000	815733	817923	NA	NA	NA	NA	NA	0	Hmo1
YPR142C	codirectional	10000	818129	818693	NA	NA	NA	NA	NA	0	Hmo1
YPR143W	headon	10000	818322	819075	NA	NA	NA	NA	NA	0	Hmo1
YPR144C	headon	10000	819764	821423	chr16	820423	820519	96	1.4778013931955	96	Hmo1
YPR145W	codirectional	10000	822619	824338	chr16	821690	823279	1589	12.8831652372155	660	Hmo1
YPR145W	codirectional	10000	822619	824338	chr16	824208	824462	254	2.62145823935846	130	Hmo1
YPR145C-A	headon	10000	824689	824926	NA	NA	NA	NA	NA	0	Hmo1
YPR146C	headon	10000	825346	825676	NA	NA	NA	NA	NA	0	Hmo1
YPR147C	headon	10000	825644	826559	NA	NA	NA	NA	NA	0	Hmo1
YPL247C	headon	10000	82624	84196	NA	NA	NA	NA	NA	0	Hmo1
YPR148C	headon	10000	826832	828140	NA	NA	NA	NA	NA	0	Hmo1
YPR152C	codirectional	10000	832060	833458	chr16	831556	832263	707	2.38581860378795	203	Hmo1
YPR152C	codirectional	10000	832060	833458	chr16	832855	833089	234	1.62487610874423	234	Hmo1
YPR153W	headon	10000	833688	834245	NA	NA	NA	NA	NA	0	Hmo1
YPR154W	headon	10000	834564	835212	chr16	834963	835455	492	2.09151359287689	249	Hmo1
YPR155C	codirectional	10000	835562	837413	NA	NA	NA	NA	NA	0	Hmo1
YPR156C	codirectional	10000	837908	839777	chr16	837583	838297	714	2.99834833912877	389	Hmo1
YPR157W	headon	10000	841265	842669	chr16	842201	842928	727	3.63101866206004	468	Hmo1
YPR158W	codirectional	10000	843261	844020	chr16	844003	850226	6223	5.61202092706249	17	Hmo1
YPR158W-A	codirectional	10000	844708	846031	chr16	844003	850226	6223	5.61202092706249	1323	Hmo1
YPR158C-D	headon	10000	850988	856257	chr16	850693	857130	6437	5.30954328951386	5269	Hmo1
YBL106C	headon	10000	10846	13879	chr2	13830	14063	233	1.83392277559052	49	Hmo1
YBL105C	headon	10000	14240	17696	chr2	15686	16139	453	2.63767415566887	453	Hmo1
YBL017C	codirectional	10000	186843	191583	chr2	189135	189680	545	1.61758360260072	545	Hmo1
YBL017C	codirectional	10000	186843	191583	chr2	190554	190702	148	1.61762796945006	148	Hmo1
YBL016W	headon	10000	192450	193512	chr2	193378	194311	933	5.63777199882414	134	Hmo1
YBL015W	headon	10000	194121	195702	chr2	193378	194311	933	5.63777199882414	190	Hmo1
YBL008W	codirectional	10000	209652	212175	chr2	212149	212530	381	1.78552396993749	26	Hmo1
YBL007C	headon	10000	212631	216366	chr2	214566	214626	60	1.52553131746242	60	Hmo1
YBL006C	headon	10000	216586	217129	chr2	216694	217432	738	3.73520308016727	435	Hmo1
YBL006W-A	codirectional	10000	216710	216860	chr2	216694	217432	738	3.73520308016727	150	Hmo1
YBL005W	codirectional	10000	217469	220400	NA	NA	NA	NA	NA	0	Hmo1
YBL004W	headon	10000	227635	235117	NA	NA	NA	NA	NA	0	Hmo1
YBL003C	codirectional	10000	235393	235792	chr2	235744	236518	774	2.83664384407786	48	Hmo1
YBL002W	headon	10000	236491	236887	chr2	235744	236518	774	2.83664384407786	27	Hmo1
YBL001C	codirectional	10000	237152	237467	NA	NA	NA	NA	NA	0	Hmo1
YBR001C	headon	10000	238940	241283	NA	NA	NA	NA	NA	0	Hmo1
