gchr	gstart	gend	gname	collision	collisiontype	DistanceGroup
chr13	153218	158258	YML059C	codirectional2000	codirectional	2000
chr13	158759	158966	YML058W-A	headon2000	headon	2000
chr13	159382	159697	YML058W	codirectional2000	codirectional	2000
chr13	160022	160412	YML057C-A	headon2000	headon	2000
chr13	160179	161994	YML057W	codirectional2000	codirectional	2000
chr13	181473	183363	YML046W	headon2000	headon	2000
chr13	184460	185783	YML045W-A	codirectional2000	codirectional	2000
chr13	260220	261609	YML005W	headon2000	headon	2000
chr13	261704	262685	YML004C	codirectional2000	codirectional	2000
chr13	263482	264355	YML003W	codirectional2000	codirectional	2000
chr13	264540	266754	YML002W	codirectional2000	codirectional	2000
chr13	285099	286317	YMR010W	headon2000	headon	2000
chr13	288078	289704	YMR011W	codirectional2000	codirectional	2000
chr13	30610	31684	YML119W	headon2000	headon	2000
chr13	32333	33851	YML118W	codirectional2000	codirectional	2000
chr13	368093	370517	YMR049C	codirectional2000	codirectional	2000
chr13	373056	378325	YMR050C	headon2000	headon	2000
chr13	431768	432125	YMR082C	codirectional2000	codirectional	2000
chr13	434787	435915	YMR083W	codirectional2000	codirectional	2000
chr13	501249	501891	YMR117C	codirectional2000	codirectional	2000
chr13	502143	502734	YMR118C	codirectional2000	codirectional	2000
chr13	505332	507207	YMR119W	codirectional2000	codirectional	2000
chr13	533162	534698	YMR131C	codirectional2000	codirectional	2000
chr13	534943	535570	YMR132C	codirectional2000	codirectional	2000
chr13	536206	537609	YMR133W	codirectional2000	codirectional	2000
chr13	551927	552903	YMR143W	headon2000	headon	2000
chr13	553361	554390	YMR144W	headon2000	headon	2000
chr13	554792	556475	YMR145C	headon2000	headon	2000
chr13	608688	609981	YMR173W	headon2000	headon	2000
chr13	608896	610081	YMR173W-A	headon2000	headon	2000
chr13	610158	610365	YMR174C	codirectional2000	codirectional	2000
chr13	611015	611255	YMR175W	headon2000	headon	2000
chr13	611739	615975	YMR176W	codirectional2000	codirectional	2000
chr13	647117	649280	YMR192W	headon2000	headon	2000
chr13	650035	650812	YMR193W	codirectional2000	codirectional	2000
chr13	651071	651458	YMR193C-A	headon2000	headon	2000
chr13	651144	651910	YMR194W	codirectional2000	codirectional	2000
chr13	70623	73920	YML100W	headon2000	headon	2000
chr13	74228	74558	YML099W-A	codirectional2000	codirectional	2000
chr13	74397	77040	YML099C	headon2000	headon	2000
chr13	811232	813980	YMR273C	codirectional2000	codirectional	2000
chr13	814363	815311	YMR274C	codirectional2000	codirectional	2000
chr13	815650	818581	YMR275C	headon2000	headon	2000
chr13	895715	896669	YMR310C	codirectional2000	codirectional	2000
chr13	896913	897603	YMR311C	codirectional2000	codirectional	2000
chr13	898404	899226	YMR312W	codirectional2000	codirectional	2000
chr13	899378	901307	YMR313C	headon2000	headon	2000
chr13	92234	94241	YML088W	headon2000	headon	2000
chr13	94430	95369	YML087C	headon2000	headon	2000
chr13	95790	97371	YML086C	headon2000	headon	2000
chr14	319415	321359	YNL167C	codirectional2000	codirectional	2000
chr14	322218	323565	YNL166C	headon2000	headon	2000
chr14	323831	325052	YNL165W	codirectional2000	codirectional	2000
chr14	542962	544978	YNL045W	headon2000	headon	2000
chr14	545267	545877	YNL044W	headon2000	headon	2000
chr14	545588	545909	YNL043C	codirectional2000	codirectional	2000
chr14	547112	547370	YNL042W-B	codirectional2000	codirectional	2000
chr14	559813	560479	YNL036W	headon2000	headon	2000
chr14	606318	609453	YNL014W	headon2000	headon	2000
chr14	609132	609510	YNL013C	codirectional2000	codirectional	2000
chr14	609685	611665	YNL012W	codirectional2000	codirectional	2000
chr14	633007	633856	YNR002C	codirectional2000	codirectional	2000
chr14	634343	635297	YNR003C	codirectional2000	codirectional	2000
chr14	634419	634518	YNR003W-A	headon2000	headon	2000
chr14	635942	636383	YNR004W	codirectional2000	codirectional	2000
chr14	636930	637335	YNR005C	headon2000	headon	2000
chr14	636985	638854	YNR006W	codirectional2000	codirectional	2000
chr14	761122	762592	YNR069C	codirectional2000	codirectional	2000
chr14	765374	769376	YNR070W	codirectional2000	codirectional	2000
chr14	87896	88736	YNL289W	headon2000	headon	2000
chr14	90302	91424	YNL288W	codirectional2000	codirectional	2000
chr15	1051289	1052930	YOR380W	headon2000	headon	2000
chr15	1055544	1057680	YOR381W	codirectional2000	codirectional	2000
chr15	112101	113130	YOL107W	headon2000	headon	2000
chr15	113225	113579	YOL106W	headon2000	headon	2000
chr15	114137	115808	YOL105C	headon2000	headon	2000
chr15	162355	165331	YOL084W	headon2000	headon	2000
chr15	165713	166952	YOL083W	headon2000	headon	2000
chr15	166460	166601	YOL083C-A	codirectional2000	codirectional	2000
chr15	168726	169974	YOL082W	codirectional2000	codirectional	2000
chr15	224419	226075	YOL055C	codirectional2000	codirectional	2000
chr15	228613	229834	YOL054W	codirectional2000	codirectional	2000
chr15	274956	276939	YOL025W	headon2000	headon	2000
chr15	277085	277604	YOL024W	headon2000	headon	2000
chr15	278055	280086	YOL023W	codirectional2000	codirectional	2000
chr15	305348	307409	YOL011W	headon2000	headon	2000
chr15	307937	309041	YOL010W	headon2000	headon	2000
chr15	309323	310139	YOL009C	headon2000	headon	2000
chr15	310311	310935	YOL008W	codirectional2000	codirectional	2000
chr15	334508	337343	YOR005C	codirectional2000	codirectional	2000
chr15	337679	338621	YOR006C	headon2000	headon	2000
chr15	338937	339978	YOR007C	headon2000	headon	2000
chr15	34657	35407	YOL154W	headon2000	headon	2000
chr15	433687	436345	YOR058C	codirectional2000	codirectional	2000
chr15	487706	489734	YOR087W	headon2000	headon	2000
chr15	490195	490828	YOR089C	headon2000	headon	2000
chr15	491122	492841	YOR090C	headon2000	headon	2000
chr15	83833	85264	YOL125W	headon2000	headon	2000
chr15	852120	853077	YOR288C	codirectional2000	codirectional	2000
chr15	853356	854112	YOR289W	headon2000	headon	2000
chr15	85455	86757	YOL124C	headon2000	headon	2000
chr15	855146	860258	YOR290C	headon2000	headon	2000
chr15	870201	874071	YOR296W	headon2000	headon	2000
chr15	874742	875321	YOR297C	headon2000	headon	2000
chr15	875598	877038	YOR298W	codirectional2000	codirectional	2000
chr15	906235	907555	YOR316C	codirectional2000	codirectional	2000
chr15	907725	907935	YOR316C-A	codirectional2000	codirectional	2000
chr15	909342	911445	YOR317W	codirectional2000	codirectional	2000
chr15	981811	982162	YOR345C	headon2000	headon	2000
chr15	981827	984785	YOR346W	codirectional2000	codirectional	2000
chr16	287513	289034	YPL140C	codirectional2000	codirectional	2000
chr16	289668	291051	YPL139C	headon2000	headon	2000
chr16	291365	292427	YPL138C	headon2000	headon	2000
chr16	381964	382993	YPL088W	headon2000	headon	2000
chr16	383454	384408	YPL087W	headon2000	headon	2000
chr16	384772	386446	YPL086C	headon2000	headon	2000
chr16	415762	418027	YPL074W	headon2000	headon	2000
chr16	418498	418984	YPL073C	headon2000	headon	2000
chr16	418511	420011	YPL072W	codirectional2000	codirectional	2000
chr16	420047	420518	YPL071C	headon2000	headon	2000
chr16	453991	454990	YPL055C	codirectional2000	codirectional	2000
chr16	455758	456664	YPL054W	headon2000	headon	2000
chr16	457117	458458	YPL053C	headon2000	headon	2000
chr16	506696	509999	YPL022W	headon2000	headon	2000
chr16	511100	511664	YPL021W	headon2000	headon	2000
chr16	512312	514178	YPL020C	headon2000	headon	2000
chr16	631514	633761	YPR031W	headon2000	headon	2000
chr16	634122	637224	YPR032W	codirectional2000	codirectional	2000
chr16	682219	682777	YPR067W	headon2000	headon	2000
chr16	682940	684353	YPR068C	codirectional2000	codirectional	2000
chr16	684555	685437	YPR069C	headon2000	headon	2000
chr16	685897	687598	YPR070W	codirectional2000	codirectional	2000
chr16	71062	73006	YPL253C	codirectional2000	codirectional	2000
chr16	73362	73881	YPL252C	headon2000	headon	2000
chr16	73624	73927	YPL251W	codirectional2000	codirectional	2000
chr16	74308	74719	YPL250C	headon2000	headon	2000
chr16	773874	775182	YPR120C	codirectional2000	codirectional	2000
chr16	778582	780301	YPR121W	codirectional2000	codirectional	2000
chr16	815733	817923	YPR141C	codirectional2000	codirectional	2000
chr16	818129	818693	YPR142C	codirectional2000	codirectional	2000
chr16	818322	819075	YPR143W	headon2000	headon	2000
chr16	819764	821423	YPR144C	headon2000	headon	2000
chr16	841265	842669	YPR157W	headon2000	headon	2000
chr16	843261	844020	YPR158W	codirectional2000	codirectional	2000
chr16	844708	846031	YPR158W-A	codirectional2000	codirectional	2000
chr16	844708	849980	YPR158W-B	codirectional2000	codirectional	2000
chr2	199063	201748	YBL014C	headon2000	headon	2000
chr2	207193	209224	YBL009W	headon2000	headon	2000
chr2	209652	212175	YBL008W	codirectional2000	codirectional	2000
chr2	235393	235792	YBL003C	codirectional2000	codirectional	2000
chr2	236491	236887	YBL002W	headon2000	headon	2000
chr2	237152	237467	YBL001C	codirectional2000	codirectional	2000
chr2	238940	241283	YBR001C	headon2000	headon	2000
chr2	252562	254209	YBR008C	codirectional2000	codirectional	2000
chr2	255372	255684	YBR009C	headon2000	headon	2000
chr2	256330	256741	YBR010W	codirectional2000	codirectional	2000
chr2	2906	5009	YBL111C	codirectional2000	codirectional	2000
chr2	324340	326059	YBR044C	codirectional2000	codirectional	2000
chr2	328172	330092	YBR045C	headon2000	headon	2000
chr2	376573	378433	YBR069C	codirectional2000	codirectional	2000
chr2	379220	379934	YBR070C	headon2000	headon	2000
chr2	380410	381046	YBR071W	codirectional2000	codirectional	2000
chr2	406627	407169	YBR082C	codirectional2000	codirectional	2000
chr2	409168	410629	YBR083W	codirectional2000	codirectional	2000
chr2	484741	486691	YBR123C	codirectional2000	codirectional	2000
chr2	487198	488380	YBR125C	headon2000	headon	2000
chr2	5789	6125	YBL109W	headon2000	headon	2000
chr2	61201	62602	YBL086C	codirectional2000	codirectional	2000
chr2	620871	622527	YBR200W	headon2000	headon	2000
chr2	622982	623147	YBR200W-A	codirectional2000	codirectional	2000
chr2	623575	624211	YBR201W	codirectional2000	codirectional	2000
chr2	624492	624696	YBR201C-A	headon2000	headon	2000
chr2	629167	631942	YBR203W	headon2000	headon	2000
chr2	632253	633381	YBR204C	headon2000	headon	2000
chr2	633621	634836	YBR205W	codirectional2000	codirectional	2000
chr2	63875	66818	YBL085W	codirectional2000	codirectional	2000
chr2	645	1128	YBL113W-A	codirectional2000	codirectional	2000
chr2	7604	7733	YBL108C-A	headon2000	headon	2000
chr2	800522	801929	YBR297W	headon2000	headon	2000
chr2	802630	804475	YBR298C	headon2000	headon	2000
chr2	8176	8482	YBL108W	codirectional2000	codirectional	2000
chr3	106973	107366	YCL007C	codirectional2000	codirectional	2000
chr3	107022	107417	YCL005W-A	headon2000	headon	2000
chr3	108020	108791	YCL005W	headon2000	headon	2000
chr3	109104	110670	YCL004W	codirectional2000	codirectional	2000
chr3	110807	111675	YCL002C	headon2000	headon	2000
chr3	113079	113541	YCL001W-A	headon2000	headon	2000
chr3	113769	114024	YCL001W-B	headon2000	headon	2000
chr3	115684	115999	YCR001W	codirectional2000	codirectional	2000
chr3	128469	130281	YCR008W	headon2000	headon	2000
chr3	130744	131542	YCR009C	codirectional2000	codirectional	2000
chr3	132272	133124	YCR010C	headon2000	headon	2000
chr3	133723	136873	YCR011C	headon2000	headon	2000
chr3	164110	166339	YCR026C	codirectional2000	codirectional	2000
chr3	167369	167999	YCR027C	headon2000	headon	2000
chr3	220456	223228	YCR057C	codirectional2000	codirectional	2000
chr3	223453	224230	YCR059C	codirectional2000	codirectional	2000
chr3	224398	224734	YCR060W	headon2000	headon	2000
chr3	225562	227458	YCR061W	codirectional2000	codirectional	2000
chr3	35864	37616	YCL051W	headon2000	headon	2000
chr3	37835	38801	YCL050C	codirectional2000	codirectional	2000
chr3	39785	40724	YCL049C	headon2000	headon	2000
chr3	71802	73341	YCL027W	headon2000	headon	2000
chr3	73404	73986	YCL026C-B	codirectional2000	codirectional	2000
chr3	74703	75285	YCL026C-A	headon2000	headon	2000
chr3	76017	77919	YCL025C	headon2000	headon	2000
chr4	1014400	1015702	YDR277C	codirectional2000	codirectional	2000
chr4	1017000	1017318	YDR278C	headon2000	headon	2000
chr4	1159607	1161320	YDR343C	headon2000	headon	2000
chr4	1162956	1164660	YDR345C	codirectional2000	codirectional	2000
chr4	1167213	1168659	YDR346C	headon2000	headon	2000
chr4	122215	123589	YDL189W	headon2000	headon	2000
chr4	123864	124998	YDL188C	headon2000	headon	2000
chr4	125508	125838	YDL187C	headon2000	headon	2000
chr4	125615	126449	YDL186W	codirectional2000	codirectional	2000
chr4	1350289	1352353	YDR444W	headon2000	headon	2000
chr4	1352181	1352589	YDR445C	codirectional2000	codirectional	2000
chr4	1353724	1354633	YDR446W	codirectional2000	codirectional	2000
chr4	1354828	1355553	YDR447C	headon2000	headon	2000
chr4	1459727	1461554	YDR506C	codirectional2000	codirectional	2000
chr4	1462357	1465786	YDR507C	headon2000	headon	2000
chr4	205359	210561	YDL140C	codirectional2000	codirectional	2000
chr4	211374	212046	YDL139C	codirectional2000	codirectional	2000
chr4	213350	215642	YDL138W	codirectional2000	codirectional	2000
chr4	229905	230527	YDL130W	headon2000	headon	2000
chr4	231023	231899	YDL129W	headon2000	headon	2000
chr4	232651	233887	YDL128W	codirectional2000	codirectional	2000
chr4	326612	329567	YDL073W	headon2000	headon	2000
chr4	329835	330447	YDL072C	headon2000	headon	2000
chr4	330665	331040	YDL071C	headon2000	headon	2000
chr4	331023	332940	YDL070W	codirectional2000	codirectional	2000
chr4	405343	407206	YDL025C	codirectional2000	codirectional	2000
chr4	408450	409857	YDL024C	headon2000	headon	2000
chr4	409807	410056	YDL022C-A	headon2000	headon	2000
chr4	432924	433248	YDL009C	codirectional2000	codirectional	2000
chr4	433496	433994	YDL008W	headon2000	headon	2000
chr4	436566	436824	YDL007C-A	headon2000	headon	2000
chr4	458541	461247	YDR006C	codirectional2000	codirectional	2000
chr4	461841	462516	YDR007W	headon2000	headon	2000
chr4	463433	464996	YDR009W	codirectional2000	codirectional	2000
chr4	479114	482267	YDR017C	codirectional2000	codirectional	2000
chr4	482669	483860	YDR018C	codirectional2000	codirectional	2000
chr4	484162	485365	YDR019C	headon2000	headon	2000
chr4	485745	486444	YDR020C	headon2000	headon	2000
chr4	503497	503863	YDR031W	headon2000	headon	2000
chr4	504098	504695	YDR032C	codirectional2000	codirectional	2000
chr4	553083	553398	YDR048C	codirectional2000	codirectional	2000
chr4	553253	555152	YDR049W	headon2000	headon	2000
chr4	555725	556472	YDR050C	headon2000	headon	2000
chr4	557055	558060	YDR051C	headon2000	headon	2000
chr4	565022	565640	YDR056C	codirectional2000	codirectional	2000
chr4	565926	567555	YDR057W	headon2000	headon	2000
chr4	567722	568703	YDR058C	headon2000	headon	2000
chr4	569233	569770	YDR059C	headon2000	headon	2000
chr4	803194	804517	YDR170W-A	headon2000	headon	2000
chr4	806620	807748	YDR171W	codirectional2000	codirectional	2000
chr4	899550	903480	YDR217C	codirectional2000	codirectional	2000
chr4	905454	906852	YDR219C	headon2000	headon	2000
chr4	912098	913502	YDR223W	headon2000	headon	2000
chr4	914316	914712	YDR224C	headon2000	headon	2000
chr4	915529	915928	YDR225W	codirectional2000	codirectional	2000
chr4	917570	921647	YDR227W	headon2000	headon	2000
chr4	921925	923806	YDR228C	headon2000	headon	2000
chr5	141891	143892	YEL007W	headon2000	headon	2000
chr5	144326	145334	YEL006W	headon2000	headon	2000
chr5	145906	146755	YEL005C	headon2000	headon	2000
chr5	146950	147979	YEL004W	codirectional2000	codirectional	2000
chr5	167807	171818	YER008C	codirectional2000	codirectional	2000
chr5	172114	172492	YER009W	headon2000	headon	2000
chr5	172633	173338	YER010C	codirectional2000	codirectional	2000
chr5	175247	176012	YER011W	codirectional2000	codirectional	2000
chr5	189502	191788	YER017C	codirectional2000	codirectional	2000
chr5	191958	192624	YER018C	codirectional2000	codirectional	2000
chr5	192796	194230	YER019W	codirectional2000	codirectional	2000
chr5	194272	194539	YER019C-A	headon2000	headon	2000
chr5	210691	211876	YER028C	codirectional2000	codirectional	2000
chr5	212586	213177	YER029C	headon2000	headon	2000
chr5	213436	213898	YER030W	codirectional2000	codirectional	2000
chr5	214075	214747	YER031C	headon2000	headon	2000
chr5	263	4097	YEL077C	codirectional2000	codirectional	2000
chr5	285240	286914	YER065C	codirectional2000	codirectional	2000
chr5	298949	301616	YER070W	headon2000	headon	2000
chr5	301946	302327	YER071C	headon2000	headon	2000
chr5	302805	303195	YER072W	codirectional2000	codirectional	2000
chr5	351697	353236	YER096W	headon2000	headon	2000
chr5	355139	355469	YER097W	codirectional2000	codirectional	2000
chr5	355465	357730	YER098W	codirectional2000	codirectional	2000
chr5	404812	406387	YER123W	headon2000	headon	2000
chr5	407341	409063	YER124C	headon2000	headon	2000
chr5	4184	5114	YEL076C-A	headon2000	headon	2000
chr5	437190	437532	YER133W-A	headon2000	headon	2000
chr5	437266	437803	YER134C	codirectional2000	codirectional	2000
chr5	437951	438344	YER135C	codirectional2000	codirectional	2000
chr5	439615	440971	YER136W	codirectional2000	codirectional	2000
chr5	4463	5114	YEL076C	headon2000	headon	2000
chr5	4869	5481	YEL075W-A	codirectional2000	codirectional	2000
chr5	492855	498124	YER160C	codirectional2000	codirectional	2000
chr5	496801	498124	YER159C-A	codirectional2000	codirectional	2000
chr5	499346	500348	YER161C	headon2000	headon	2000
chr5	500629	502894	YER162C	headon2000	headon	2000
chr5	5344	5713	YEL075C	headon2000	headon	2000
chr5	56570	58100	YEL052W	headon2000	headon	2000
chr5	568039	568759	YER188W	headon2000	headon	2000
chr5	569607	569907	YER188C-A	headon2000	headon	2000
chr5	571154	571523	YER189W	codirectional2000	codirectional	2000
chr5	571479	576525	YER190W	codirectional2000	codirectional	2000
chr5	58377	59148	YEL051W	headon2000	headon	2000
chr5	59548	59740	YEL050W-A	codirectional2000	codirectional	2000
chr5	59669	60851	YEL050C	headon2000	headon	2000
chr5	6125	6464	YEL074W	codirectional2000	codirectional	2000
chr5	90257	93905	YEL031W	headon2000	headon	2000
chr5	94582	94897	YEL030C-A	headon2000	headon	2000
chr5	94643	96578	YEL030W	codirectional2000	codirectional	2000
chr6	101627	103127	YFL018C	codirectional2000	codirectional	2000
chr6	103698	103932	YFL017W-A	headon2000	headon	2000
chr6	103982	104462	YFL017C	codirectional2000	codirectional	2000
chr6	104700	106236	YFL016C	headon2000	headon	2000
chr6	106414	106732	YFL015W-A	codirectional2000	codirectional	2000
chr6	106468	106963	YFL015C	headon2000	headon	2000
chr6	116144	118484	YFL009W	headon2000	headon	2000
chr6	119428	123106	YFL008W	codirectional2000	codirectional	2000
chr6	131809	134296	YFL004W	headon2000	headon	2000
chr6	165066	166566	YFR010W	headon2000	headon	2000
chr6	166727	166916	YFR010W-A	headon2000	headon	2000
chr6	166745	167258	YFR011C	codirectional2000	codirectional	2000
chr6	167887	168496	YFR012W	codirectional2000	codirectional	2000
chr6	169223	169310	YFR012W-A	codirectional2000	codirectional	2000
chr6	196832	199034	YFR022W	headon2000	headon	2000
chr6	199873	201709	YFR023W	codirectional2000	codirectional	2000
chr7	160064	162758	YGL180W	headon2000	headon	2000
chr7	163408	165091	YGL179C	headon2000	headon	2000
chr7	200560	202273	YGL160W	headon2000	headon	2000
chr7	202720	203833	YGL159W	headon2000	headon	2000
chr7	284441	285947	YGL119W	headon2000	headon	2000
chr7	288013	288451	YGL118C	headon2000	headon	2000
chr7	385195	388732	YGL062W	headon2000	headon	2000
chr7	388967	389711	YGL061C	headon2000	headon	2000
chr7	390064	391990	YGL060W	codirectional2000	codirectional	2000
chr7	418824	419289	YGL041W-A	headon2000	headon	2000
chr7	419021	419225	YGL041C	codirectional2000	codirectional	2000
chr7	419526	420555	YGL040C	codirectional2000	codirectional	2000
chr7	483259	483637	YGL007W	headon2000	headon	2000
chr7	485422	485533	YGL006W-A	codirectional2000	codirectional	2000
chr7	485920	489442	YGL006W	codirectional2000	codirectional	2000
chr7	506968	507940	YGR007W	headon2000	headon	2000
chr7	508109	508364	YGR008C	codirectional2000	codirectional	2000
chr7	509046	511002	YGR009C	headon2000	headon	2000
chr7	574887	575199	YGR039W	codirectional2000	codirectional	2000
chr7	575397	576504	YGR040W	codirectional2000	codirectional	2000
chr7	656959	659770	YGR089W	headon2000	headon	2000
chr7	713708	715046	YGR110W	headon2000	headon	2000
chr7	715827	717030	YGR111W	codirectional2000	codirectional	2000
chr7	717357	718527	YGR112W	codirectional2000	codirectional	2000
chr7	775192	777508	YGR143W	headon2000	headon	2000
chr7	832455	833157	YGR167W	headon2000	headon	2000
chr7	833351	834482	YGR168C	codirectional2000	codirectional	2000
chr7	834688	835903	YGR169C	headon2000	headon	2000
chr7	836386	836665	YGR169C-A	headon2000	headon	2000
chr7	886072	887875	YGR194C	codirectional2000	codirectional	2000
chr7	888881	889622	YGR195W	codirectional2000	codirectional	2000
chr7	889732	892186	YGR196C	headon2000	headon	2000
chr8	108811	109885	YHR002W	headon2000	headon	2000
chr8	110027	111317	YHR003C	codirectional2000	codirectional	2000
chr8	111753	113094	YHR004C	headon2000	headon	2000
chr8	113498	114917	YHR005C	headon2000	headon	2000
chr8	132046	132922	YHR014W	headon2000	headon	2000
chr8	134553	136533	YHR015W	codirectional2000	codirectional	2000
chr8	294668	296447	YHR096C	codirectional2000	codirectional	2000
chr8	297384	298609	YHR097C	headon2000	headon	2000
chr8	299144	301934	YHR098C	headon2000	headon	2000
chr8	445712	447605	YHR171W	headon2000	headon	2000
chr8	448334	450806	YHR172W	codirectional2000	codirectional	2000
chr8	59122	62563	YHL023C	codirectional2000	codirectional	2000
chr8	62960	64157	YHL022C	codirectional2000	codirectional	2000
chr8	64461	65859	YHL021C	headon2000	headon	2000
chr8	66241	67456	YHL020C	headon2000	headon	2000
chr8	92626	94510	YHL008C	codirectional2000	codirectional	2000
chr8	95117	97937	YHL007C	headon2000	headon	2000
chr9	102781	105676	YIL130W	headon2000	headon	2000
chr9	106106	113237	YIL129C	headon2000	headon	2000
chr9	173364	173592	YIL102C-A	codirectional2000	codirectional	2000
chr9	174581	174887	YIL102C	codirectional2000	codirectional	2000
chr9	175306	177250	YIL101C	headon2000	headon	2000
chr9	212498	214703	YIL078W	headon2000	headon	2000
chr9	214990	215953	YIL077C	headon2000	headon	2000
chr9	216657	217548	YIL076W	codirectional2000	codirectional	2000
chr9	246391	246826	YIL060W	headon2000	headon	2000
chr9	246549	246915	YIL059C	codirectional2000	codirectional	2000
chr9	246913	247198	YIL058W	headon2000	headon	2000
chr9	247901	248396	YIL057C	headon2000	headon	2000
chr9	308601	309171	YIL024C	codirectional2000	codirectional	2000
chr9	309385	310426	YIL023C	codirectional2000	codirectional	2000
chr9	311164	312460	YIL022W	codirectional2000	codirectional	2000
chr9	339343	341428	YIL009W	headon2000	headon	2000
chr9	342535	342835	YIL008W	codirectional2000	codirectional	2000
chr9	342993	343656	YIL007C	headon2000	headon	2000
chr9	353939	355481	YIL001W	headon2000	headon	2000
chr9	356142	356895	YIR001C	codirectional2000	codirectional	2000
chr9	357414	360396	YIR002C	headon2000	headon	2000
chr9	408467	410375	YIR028W	headon2000	headon	2000
chr9	410806	411838	YIR029W	headon2000	headon	2000
chr9	412035	412770	YIR030C	headon2000	headon	2000
chr9	412898	413282	YIR030W-A	codirectional2000	codirectional	2000
chr9	413014	414679	YIR031C	headon2000	headon	2000
chr9	69790	73453	YIL147C	codirectional2000	codirectional	2000
chr9	74183	75773	YIL146C	headon2000	headon	2000
chr1	118563	119541	YAL018C	codirectional5000	codirectional	5000
chr1	120224	124295	YAL017W	headon5000	headon	5000
chr1	124754	125069	YAL016C-A	headon5000	headon	5000
chr1	124878	126786	YAL016W	codirectional5000	codirectional	5000
chr1	126902	128102	YAL015C	headon5000	headon	5000
chr1	128251	129019	YAL014C	headon5000	headon	5000
chr1	129269	130487	YAL013W	codirectional5000	codirectional	5000
chr1	142173	143160	YAL003W	headon5000	headon	5000
chr1	147593	151166	YAL001C	headon5000	headon	5000
chr1	155004	156285	YAR003W	headon5000	headon	5000
chr1	156753	158619	YAR007C	codirectional5000	codirectional	5000
chr1	158965	159793	YAR008W	headon5000	headon	5000
chr1	160596	164187	YAR009C	headon5000	headon	5000
chr1	164543	165866	YAR010C	headon5000	headon	5000
chr1	170395	171703	YAR018C	codirectional5000	codirectional	5000
chr1	172210	175135	YAR019C	codirectional5000	codirectional	5000
chr1	174997	175330	YAR019W-A	headon5000	headon	5000
chr1	176855	177023	YAR020C	headon5000	headon	5000
chr1	179280	179820	YAR023C	headon5000	headon	5000
chr1	1806	2169	YAL068C	headon5000	headon	5000
chr1	2479	2707	YAL067W-A	codirectional5000	codirectional	5000
chr1	334	649	YAL069W	headon5000	headon	5000
chr1	537	792	YAL068W-A	headon5000	headon	5000
chr10	101149	101779	YJL170C	headon5000	headon	5000
chr10	102098	102467	YJL169W	codirectional5000	codirectional	5000
chr10	102226	104428	YJL168C	headon5000	headon	5000
chr10	156549	157273	YJL136C	codirectional5000	codirectional	5000
chr10	157876	158194	YJL135W	headon5000	headon	5000
chr10	158187	159417	YJL134W	headon5000	headon	5000
chr10	159622	159847	YJL133C-A	codirectional5000	codirectional	5000
chr10	160618	161563	YJL133W	headon5000	headon	5000
chr10	161913	164166	YJL132W	codirectional5000	codirectional	5000
chr10	164277	165348	YJL131C	headon5000	headon	5000
chr10	165722	172367	YJL130C	headon5000	headon	5000
chr10	198677	203325	YJL113W	headon5000	headon	5000
chr10	205304	207449	YJL112W	codirectional5000	codirectional	5000
chr10	207876	209529	YJL111W	codirectional5000	codirectional	5000
chr10	225054	226737	YJL105W	headon5000	headon	5000
chr10	227326	227776	YJL104W	headon5000	headon	5000
chr10	229024	230881	YJL103C	headon5000	headon	5000
chr10	231300	233760	YJL102W	codirectional5000	codirectional	5000
chr10	368747	373799	YJL039C	codirectional5000	codirectional	5000
chr10	375114	375774	YJL038C	headon5000	headon	5000
chr10	376661	377336	YJL037W	codirectional5000	codirectional	5000
chr10	378824	380096	YJL036W	codirectional5000	codirectional	5000
chr10	411233	413399	YJL012C	codirectional5000	codirectional	5000
chr10	414284	414770	YJL011C	codirectional5000	codirectional	5000
chr10	417561	419562	YJL010C	headon5000	headon	5000
chr10	419854	420181	YJL009W	codirectional5000	codirectional	5000
chr10	419956	421663	YJL008C	headon5000	headon	5000
chr10	436801	438610	YJR001W	headon5000	headon	5000
chr10	438864	440646	YJR002W	headon5000	headon	5000
chr10	442908	444861	YJR004C	headon5000	headon	5000
chr10	445922	448025	YJR005W	codirectional5000	codirectional	5000
chr10	449201	450665	YJR006W	headon5000	headon	5000
chr10	451019	451934	YJR007W	headon5000	headon	5000
chr10	452429	453446	YJR008W	headon5000	headon	5000
chr10	459794	460418	YJR012C	headon5000	headon	5000
chr10	460381	461593	YJR013W	codirectional5000	codirectional	5000
chr10	461828	462425	YJR014W	codirectional5000	codirectional	5000
chr10	462720	464253	YJR015W	codirectional5000	codirectional	5000
chr10	534026	535751	YJR053W	headon5000	headon	5000
chr10	536055	537549	YJR054W	headon5000	headon	5000
chr10	538771	539266	YJR055W	headon5000	headon	5000
chr10	541791	542502	YJR056C	headon5000	headon	5000
chr10	544061	544712	YJR057W	codirectional5000	codirectional	5000
chr10	544731	545175	YJR058C	headon5000	headon	5000
chr10	604568	605651	YJR094C	codirectional5000	codirectional	5000
chr10	60843	63489	YJL198W	headon5000	headon	5000
chr10	615575	616286	YJR099W	codirectional5000	codirectional	5000
chr10	616350	617334	YJR100C	headon5000	headon	5000
chr10	63804	67569	YJL197W	headon5000	headon	5000
chr10	65804	66086	YJL197C-A	codirectional5000	codirectional	5000
chr10	677440	678706	YJR136C	codirectional5000	codirectional	5000
chr10	67849	68782	YJL196C	headon5000	headon	5000
chr10	678956	683285	YJR137C	codirectional5000	codirectional	5000
