chr	start	end	width	score	Overlap	genestart	geneend	geneID	collisiontype	DistanceGroup	sample
chr16	631479	631638	159	1.60398343244855	124	631514	633761	YPR031W	headon	1000	Top2
chr16	631479	631638	159	1.60398343244855	124	631514	633761	YPR031W	headon	10000	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	5000	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	2000	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	500	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	250	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	1000	Top2
chr16	632519	634816	2297	4.24162741395073	1242	631514	633761	YPR031W	headon	10000	Top2
chr16	63145	63304	159	1.57232229446355	26	63278	63860	YPL257W	headon	10000	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	250	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	2000	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	5000	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	1000	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	500	Top2
chr16	632519	634816	2297	4.24162741395073	694	634122	637224	YPR032W	codirectional	10000	Top2
chr16	638755	639548	793	3.90851858898762	264	637378	639019	YPR033C	headon	5000	Top2
chr16	638755	639548	793	3.90851858898762	264	637378	639019	YPR033C	headon	10000	Top2
chr16	638755	639548	793	3.90851858898762	24	639524	640958	YPR034W	codirectional	10000	Top2
chr16	640924	642694	1770	5.25387276957288	34	639524	640958	YPR034W	codirectional	10000	Top2
chr16	640924	642694	1770	5.25387276957288	487	642207	643320	YPR035W	codirectional	10000	Top2
chr16	644570	648626	4056	5.71533327685413	702	643835	645272	YPR036W	codirectional	10000	Top2
chr16	676763	680337	3574	4.53675297763103	119	675976	676882	YPR061C	codirectional	10000	Top2
chr16	676763	680337	3574	4.53675297763103	477	677164	677641	YPR062W	headon	10000	Top2
chr16	66708	67809	1101	8.43581026996905	85	67724	68882	YPL255W	headon	10000	Top2
chr16	66708	67809	1101	8.43581026996905	85	67724	68882	YPL255W	headon	5000	Top2
chr16	676763	680337	3574	4.53675297763103	509	677811	678320	YPR063C	codirectional	10000	Top2
chr16	676763	680337	3574	4.53675297763103	420	678950	679370	YPR064W	headon	10000	Top2
chr16	676763	680337	3574	4.53675297763103	645	679692	680799	YPR065W	headon	5000	Top2
chr16	676763	680337	3574	4.53675297763103	645	679692	680799	YPR065W	headon	10000	Top2
chr16	681098	682719	1621	3.91639536245381	900	681212	682112	YPR066W	headon	10000	Top2
chr16	681098	682719	1621	3.91639536245381	900	681212	682112	YPR066W	headon	5000	Top2
chr16	681098	682719	1621	3.91639536245381	500	682219	682777	YPR067W	headon	2000	Top2
chr16	681098	682719	1621	3.91639536245381	500	682219	682777	YPR067W	headon	10000	Top2
chr16	681098	682719	1621	3.91639536245381	500	682219	682777	YPR067W	headon	5000	Top2
chr16	687395	688293	898	2.83802933223081	203	685897	687598	YPR070W	codirectional	2000	Top2
chr16	687395	688293	898	2.83802933223081	203	685897	687598	YPR070W	codirectional	5000	Top2
chr16	687395	688293	898	2.83802933223081	203	685897	687598	YPR070W	codirectional	10000	Top2
chr16	687395	688293	898	2.83802933223081	122	688171	688807	YPR071W	codirectional	10000	Top2
chr16	687395	688293	898	2.83802933223081	122	688171	688807	YPR071W	codirectional	5000	Top2
chr16	691967	695896	3929	5.93880076190652	451	691932	692418	YPR073C	headon	10000	Top2
chr16	691967	695896	3929	5.93880076190652	2043	692795	694838	YPR074C	headon	10000	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	500	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	10000	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	2000	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	250	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	1000	Top2
chr16	73300	76626	3326	6.68592059755526	519	73362	73881	YPL252C	headon	5000	Top2
chr16	73300	76626	3326	6.68592059755526	303	73624	73927	YPL251W	codirectional	1000	Top2
chr16	73300	76626	3326	6.68592059755526	303	73624	73927	YPL251W	codirectional	500	Top2
chr16	73300	76626	3326	6.68592059755526	303	73624	73927	YPL251W	codirectional	5000	Top2
chr16	73300	76626	3326	6.68592059755526	303	73624	73927	YPL251W	codirectional	2000	Top2
chr16	73300	76626	3326	6.68592059755526	303	73624	73927	YPL251W	codirectional	10000	Top2
chr16	73300	76626	3326	6.68592059755526	411	74308	74719	YPL250C	headon	2000	Top2
chr16	73300	76626	3326	6.68592059755526	411	74308	74719	YPL250C	headon	10000	Top2
chr16	73300	76626	3326	6.68592059755526	411	74308	74719	YPL250C	headon	5000	Top2
chr16	73300	76626	3326	6.68592059755526	541	75698	76239	YPL249C-A	headon	10000	Top2
chr16	73300	76626	3326	6.68592059755526	541	75698	76239	YPL249C-A	headon	5000	Top2
chr16	73300	76626	3326	6.68592059755526	288	75701	75989	YPL250W-A	codirectional	5000	Top2
chr16	73300	76626	3326	6.68592059755526	288	75701	75989	YPL250W-A	codirectional	10000	Top2
chr16	767354	767993	639	2.86931303398491	140	760024	767494	YPR117W	headon	10000	Top2
chr16	767354	767993	639	2.86931303398491	242	767751	768987	YPR118W	headon	10000	Top2
chr16	774133	774519	386	2.35855349526046	386	773874	775182	YPR120C	codirectional	10000	Top2
chr16	774133	774519	386	2.35855349526046	386	773874	775182	YPR120C	codirectional	2000	Top2
chr16	774133	774519	386	2.35855349526046	386	773874	775182	YPR120C	codirectional	5000	Top2
chr16	775042	776167	1125	5.18814749600604	140	773874	775182	YPR120C	codirectional	10000	Top2
chr16	775042	776167	1125	5.18814749600604	140	773874	775182	YPR120C	codirectional	2000	Top2
chr16	775042	776167	1125	5.18814749600604	140	773874	775182	YPR120C	codirectional	5000	Top2
chr16	776705	778618	1913	3.59585326017214	36	778582	780301	YPR121W	codirectional	2000	Top2
chr16	776705	778618	1913	3.59585326017214	36	778582	780301	YPR121W	codirectional	5000	Top2
chr16	776705	778618	1913	3.59585326017214	36	778582	780301	YPR121W	codirectional	10000	Top2
chr16	785378	785775	397	2.61194551570642	293	782044	785671	YPR122W	codirectional	10000	Top2
chr16	786868	787922	1054	3.18090433966388	560	786207	787428	YPR124W	codirectional	10000	Top2
chr16	811246	811432	186	1.44954914027781	186	810983	812453	YPR138C	codirectional	10000	Top2
chr16	812027	813330	1303	5.42546577956665	426	810983	812453	YPR138C	codirectional	10000	Top2
chr16	812027	813330	1303	5.42546577956665	175	813155	814058	YPR139C	codirectional	10000	Top2
chr16	813808	814599	791	2.286194055462	250	813155	814058	YPR139C	codirectional	10000	Top2
chr16	813808	814599	791	2.286194055462	209	814390	815536	YPR140W	headon	10000	Top2
chr16	813808	814599	791	2.286194055462	209	814390	815536	YPR140W	headon	5000	Top2
chr16	817899	820164	2265	4.27969484995251	24	815733	817923	YPR141C	codirectional	2000	Top2
chr16	817899	820164	2265	4.27969484995251	24	815733	817923	YPR141C	codirectional	10000	Top2
chr16	817899	820164	2265	4.27969484995251	24	815733	817923	YPR141C	codirectional	5000	Top2
chr16	817899	820164	2265	4.27969484995251	564	818129	818693	YPR142C	codirectional	1000	Top2
chr16	817899	820164	2265	4.27969484995251	564	818129	818693	YPR142C	codirectional	2000	Top2
chr16	817899	820164	2265	4.27969484995251	564	818129	818693	YPR142C	codirectional	10000	Top2
chr16	817899	820164	2265	4.27969484995251	564	818129	818693	YPR142C	codirectional	5000	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	250	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	5000	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	1000	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	500	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	10000	Top2
chr16	817899	820164	2265	4.27969484995251	753	818322	819075	YPR143W	headon	2000	Top2
chr16	817899	820164	2265	4.27969484995251	400	819764	821423	YPR144C	headon	5000	Top2
chr16	817899	820164	2265	4.27969484995251	400	819764	821423	YPR144C	headon	1000	Top2
chr16	817899	820164	2265	4.27969484995251	400	819764	821423	YPR144C	headon	10000	Top2
chr16	817899	820164	2265	4.27969484995251	400	819764	821423	YPR144C	headon	2000	Top2
chr16	817899	820164	2265	4.27969484995251	400	819764	821423	YPR144C	headon	500	Top2
chr16	821182	825929	4747	7.75905033102981	241	819764	821423	YPR144C	headon	5000	Top2
chr16	821182	825929	4747	7.75905033102981	241	819764	821423	YPR144C	headon	1000	Top2
chr16	821182	825929	4747	7.75905033102981	241	819764	821423	YPR144C	headon	10000	Top2
chr16	821182	825929	4747	7.75905033102981	241	819764	821423	YPR144C	headon	2000	Top2
chr16	821182	825929	4747	7.75905033102981	241	819764	821423	YPR144C	headon	500	Top2
chr16	821182	825929	4747	7.75905033102981	1719	822619	824338	YPR145W	codirectional	5000	Top2
chr16	821182	825929	4747	7.75905033102981	1719	822619	824338	YPR145W	codirectional	10000	Top2
chr16	821182	825929	4747	7.75905033102981	237	824689	824926	YPR145C-A	headon	10000	Top2
chr16	821182	825929	4747	7.75905033102981	330	825346	825676	YPR146C	headon	10000	Top2
chr16	821182	825929	4747	7.75905033102981	285	825644	826559	YPR147C	headon	10000	Top2
chr16	826509	826750	241	1.95910761079855	50	825644	826559	YPR147C	headon	10000	Top2
chr16	84036	84558	522	2.88834115106395	160	82624	84196	YPL247C	headon	10000	Top2
chr16	827872	831769	3897	7.5195304486877	268	826832	828140	YPR148C	headon	10000	Top2
chr16	832615	833181	566	2.72955227849665	566	832060	833458	YPR152C	codirectional	10000	Top2
chr16	834266	835027	761	2.56622771362563	463	834564	835212	YPR154W	headon	10000	Top2
chr16	837281	837825	544	2.4322851747546	132	835562	837413	YPR155C	codirectional	10000	Top2
chr16	839634	843249	3615	6.23162241725698	143	837908	839777	YPR156C	codirectional	10000	Top2
chr16	839634	843249	3615	6.23162241725698	143	837908	839777	YPR156C	codirectional	5000	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	500	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	2000	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	10000	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	5000	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	1000	Top2
chr16	839634	843249	3615	6.23162241725698	1404	841265	842669	YPR157W	headon	250	Top2
chr16	843987	845138	1151	3.30971855307751	33	843261	844020	YPR158W	codirectional	2000	Top2
chr16	843987	845138	1151	3.30971855307751	33	843261	844020	YPR158W	codirectional	1000	Top2
chr16	843987	845138	1151	3.30971855307751	33	843261	844020	YPR158W	codirectional	5000	Top2
chr16	843987	845138	1151	3.30971855307751	33	843261	844020	YPR158W	codirectional	10000	Top2
chr16	843987	845138	1151	3.30971855307751	33	843261	844020	YPR158W	codirectional	500	Top2
chr16	843987	845138	1151	3.30971855307751	430	844708	846031	YPR158W-A	codirectional	5000	Top2
chr16	843987	845138	1151	3.30971855307751	430	844708	846031	YPR158W-A	codirectional	10000	Top2
chr16	843987	845138	1151	3.30971855307751	430	844708	846031	YPR158W-A	codirectional	2000	Top2
chr16	843987	845138	1151	3.30971855307751	430	844708	849980	YPR158W-B	codirectional	2000	Top2
chr2	191781	192559	778	3.02562842051606	109	192450	193512	YBL016W	headon	10000	Top2
chr2	191781	192559	778	3.02562842051606	109	192450	193512	YBL016W	headon	5000	Top2
chr2	193054	194560	1506	6.84315732591077	458	192450	193512	YBL016W	headon	10000	Top2
chr2	193054	194560	1506	6.84315732591077	458	192450	193512	YBL016W	headon	5000	Top2
chr2	193054	194560	1506	6.84315732591077	439	194121	195702	YBL015W	headon	5000	Top2
chr2	193054	194560	1506	6.84315732591077	439	194121	195702	YBL015W	headon	10000	Top2
chr2	201396	204013	2617	6.74998074442991	352	199063	201748	YBL014C	headon	2000	Top2
chr2	201396	204013	2617	6.74998074442991	352	199063	201748	YBL014C	headon	1000	Top2
chr2	201396	204013	2617	6.74998074442991	352	199063	201748	YBL014C	headon	5000	Top2
chr2	201396	204013	2617	6.74998074442991	1206	202055	203261	YBL013W	codirectional	5000	Top2
chr2	201396	204013	2617	6.74998074442991	476	203537	205817	YBL011W	headon	5000	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	2000	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	10000	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	5000	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	500	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	1000	Top2
chr2	209607	210129	522	3.74390454170157	477	209652	212175	YBL008W	codirectional	250	Top2
chr2	216309	217560	1251	2.93974883724349	57	212631	216366	YBL007C	headon	5000	Top2
chr2	216309	217560	1251	2.93974883724349	57	212631	216366	YBL007C	headon	10000	Top2
chr2	216309	217560	1251	2.93974883724349	543	216586	217129	YBL006C	headon	10000	Top2
chr2	216309	217560	1251	2.93974883724349	150	216710	216860	YBL006W-A	codirectional	10000	Top2
chr2	216309	217560	1251	2.93974883724349	91	217469	220400	YBL005W	codirectional	10000	Top2
chr2	220143	222574	2431	5.11734713786714	257	217469	220400	YBL005W	codirectional	10000	Top2
chr2	226954	227668	714	4.01214057931618	33	227635	235117	YBL004W	headon	5000	Top2
chr2	226954	227668	714	4.01214057931618	33	227635	235117	YBL004W	headon	10000	Top2
chr2	235167	239535	4368	6.95430442377019	399	235393	235792	YBL003C	codirectional	10000	Top2
chr2	235167	239535	4368	6.95430442377019	399	235393	235792	YBL003C	codirectional	5000	Top2
chr2	235167	239535	4368	6.95430442377019	399	235393	235792	YBL003C	codirectional	2000	Top2
chr2	235167	239535	4368	6.95430442377019	396	236491	236887	YBL002W	headon	10000	Top2
chr2	235167	239535	4368	6.95430442377019	396	236491	236887	YBL002W	headon	2000	Top2
chr2	235167	239535	4368	6.95430442377019	396	236491	236887	YBL002W	headon	1000	Top2
chr2	235167	239535	4368	6.95430442377019	396	236491	236887	YBL002W	headon	5000	Top2
chr2	235167	239535	4368	6.95430442377019	315	237152	237467	YBL001C	codirectional	5000	Top2
chr2	235167	239535	4368	6.95430442377019	315	237152	237467	YBL001C	codirectional	2000	Top2
chr2	235167	239535	4368	6.95430442377019	315	237152	237467	YBL001C	codirectional	500	Top2
chr2	235167	239535	4368	6.95430442377019	315	237152	237467	YBL001C	codirectional	10000	Top2
chr2	235167	239535	4368	6.95430442377019	315	237152	237467	YBL001C	codirectional	1000	Top2
chr2	235167	239535	4368	6.95430442377019	595	238940	241283	YBR001C	headon	10000	Top2
chr2	235167	239535	4368	6.95430442377019	595	238940	241283	YBR001C	headon	5000	Top2
chr2	235167	239535	4368	6.95430442377019	595	238940	241283	YBR001C	headon	2000	Top2
chr2	241126	243271	2145	3.35425677604214	157	238940	241283	YBR001C	headon	10000	Top2
chr2	241126	243271	2145	3.35425677604214	157	238940	241283	YBR001C	headon	5000	Top2
chr2	241126	243271	2145	3.35425677604214	157	238940	241283	YBR001C	headon	2000	Top2
chr2	241126	243271	2145	3.35425677604214	861	241707	242568	YBR002C	headon	10000	Top2
chr2	241126	243271	2145	3.35425677604214	861	241707	242568	YBR002C	headon	5000	Top2
chr2	241126	243271	2145	3.35425677604214	463	242808	244230	YBR003W	codirectional	10000	Top2
chr2	248540	248999	459	2.91781474817533	194	248805	251016	YBR007C	codirectional	5000	Top2
chr2	248540	248999	459	2.91781474817533	194	248805	251016	YBR007C	codirectional	10000	Top2
chr2	250797	257438	6641	8.41368144872366	219	248805	251016	YBR007C	codirectional	5000	Top2
chr2	250797	257438	6641	8.41368144872366	219	248805	251016	YBR007C	codirectional	10000	Top2
chr2	250797	257438	6641	8.41368144872366	1647	252562	254209	YBR008C	codirectional	5000	Top2
chr2	250797	257438	6641	8.41368144872366	1647	252562	254209	YBR008C	codirectional	1000	Top2
chr2	250797	257438	6641	8.41368144872366	1647	252562	254209	YBR008C	codirectional	2000	Top2
chr2	250797	257438	6641	8.41368144872366	1647	252562	254209	YBR008C	codirectional	10000	Top2
chr2	250797	257438	6641	8.41368144872366	312	255372	255684	YBR009C	headon	500	Top2
chr2	250797	257438	6641	8.41368144872366	312	255372	255684	YBR009C	headon	10000	Top2
chr2	250797	257438	6641	8.41368144872366	312	255372	255684	YBR009C	headon	2000	Top2
chr2	250797	257438	6641	8.41368144872366	312	255372	255684	YBR009C	headon	5000	Top2
chr2	250797	257438	6641	8.41368144872366	312	255372	255684	YBR009C	headon	1000	Top2
chr2	250797	257438	6641	8.41368144872366	411	256330	256741	YBR010W	codirectional	2000	Top2
chr2	250797	257438	6641	8.41368144872366	411	256330	256741	YBR010W	codirectional	10000	Top2
chr2	250797	257438	6641	8.41368144872366	411	256330	256741	YBR010W	codirectional	5000	Top2
chr2	250797	257438	6641	8.41368144872366	327	257111	257975	YBR011C	headon	10000	Top2
chr2	250797	257438	6641	8.41368144872366	327	257111	257975	YBR011C	headon	5000	Top2
chr2	258927	259455	528	2.1952424713557	309	259146	259566	YBR012C	headon	5000	Top2
chr2	258927	259455	528	2.1952424713557	309	259146	259566	YBR012C	headon	10000	Top2
chr2	259934	260351	417	1.73761078204779	417	259868	261191	YBR012W-A	codirectional	5000	Top2
chr2	259934	260351	417	1.73761078204779	417	259868	261191	YBR012W-A	codirectional	10000	Top2
chr2	259934	260351	417	1.73761078204779	417	259868	265140	YBR012W-B	codirectional	5000	Top2
chr2	3803	4008	205	1.32933021176845	205	2906	5009	YBL111C	codirectional	2000	Top2
chr2	315457	315672	215	1.61472403856131	98	315574	316510	YBR039W	headon	10000	Top2
chr2	323625	324668	1043	3.57936865527757	320	321875	323945	YBR043C	codirectional	5000	Top2
chr2	323625	324668	1043	3.57936865527757	320	321875	323945	YBR043C	codirectional	10000	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	1000	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	500	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	2000	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	5000	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	10000	Top2
chr2	323625	324668	1043	3.57936865527757	328	324340	326059	YBR044C	codirectional	250	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	1000	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	500	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	2000	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	5000	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	10000	Top2
chr2	325625	325891	266	1.51863884855502	266	324340	326059	YBR044C	codirectional	250	Top2
chr2	330326	331887	1561	3.67211544364554	1005	330506	331511	YBR046C	headon	5000	Top2
chr2	330326	331887	1561	3.67211544364554	1005	330506	331511	YBR046C	headon	10000	Top2
chr2	330326	331887	1561	3.67211544364554	55	331832	332360	YBR047W	codirectional	10000	Top2
chr2	332792	332991	199	1.73013299634416	161	332830	333812	YBR048W	codirectional	10000	Top2
chr2	333655	334290	635	2.17920004160122	157	332830	333812	YBR048W	codirectional	10000	Top2
chr2	336512	340036	3524	6.17368207324123	306	334385	336818	YBR049C	headon	10000	Top2
chr2	369403	372095	2692	6.25375375470124	275	368583	369678	YBR065C	codirectional	10000	Top2
chr2	369403	372095	2692	6.25375375470124	663	370036	370699	YBR066C	codirectional	10000	Top2
chr2	372730	380523	7793	6.94071337146613	5	372102	372735	YBR067C	codirectional	10000	Top2
chr2	372730	380523	7793	6.94071337146613	1830	373860	375690	YBR068C	codirectional	5000	Top2
chr2	372730	380523	7793	6.94071337146613	1830	373860	375690	YBR068C	codirectional	10000	Top2
chr2	372730	380523	7793	6.94071337146613	1860	376573	378433	YBR069C	codirectional	500	Top2
chr2	372730	380523	7793	6.94071337146613	1860	376573	378433	YBR069C	codirectional	5000	Top2
chr2	372730	380523	7793	6.94071337146613	1860	376573	378433	YBR069C	codirectional	2000	Top2
chr2	372730	380523	7793	6.94071337146613	1860	376573	378433	YBR069C	codirectional	1000	Top2
chr2	372730	380523	7793	6.94071337146613	1860	376573	378433	YBR069C	codirectional	10000	Top2
chr2	372730	380523	7793	6.94071337146613	714	379220	379934	YBR070C	headon	1000	Top2
chr2	372730	380523	7793	6.94071337146613	714	379220	379934	YBR070C	headon	10000	Top2
chr2	372730	380523	7793	6.94071337146613	714	379220	379934	YBR070C	headon	5000	Top2
chr2	372730	380523	7793	6.94071337146613	714	379220	379934	YBR070C	headon	2000	Top2
chr2	372730	380523	7793	6.94071337146613	714	379220	379934	YBR070C	headon	500	Top2
chr2	372730	380523	7793	6.94071337146613	113	380410	381046	YBR071W	codirectional	10000	Top2
chr2	372730	380523	7793	6.94071337146613	113	380410	381046	YBR071W	codirectional	2000	Top2
chr2	372730	380523	7793	6.94071337146613	113	380410	381046	YBR071W	codirectional	5000	Top2
chr2	381018	382264	1246	6.56397345428325	28	380410	381046	YBR071W	codirectional	10000	Top2
chr2	381018	382264	1246	6.56397345428325	28	380410	381046	YBR071W	codirectional	2000	Top2
chr2	381018	382264	1246	6.56397345428325	28	380410	381046	YBR071W	codirectional	5000	Top2
chr2	381018	382264	1246	6.56397345428325	235	382029	382674	YBR072W	codirectional	5000	Top2
chr2	381018	382264	1246	6.56397345428325	235	382029	382674	YBR072W	codirectional	10000	Top2
chr2	382578	383137	559	2.61591553781193	96	382029	382674	YBR072W	codirectional	5000	Top2
chr2	382578	383137	559	2.61591553781193	96	382029	382674	YBR072W	codirectional	10000	Top2
chr2	382578	383137	559	2.61591553781193	162	382859	383021	YBR072C-A	headon	5000	Top2
chr2	382578	383137	559	2.61591553781193	162	382859	383021	YBR072C-A	headon	10000	Top2
chr2	382578	383137	559	2.61591553781193	26	383111	385988	YBR073W	codirectional	10000	Top2
chr2	382578	383137	559	2.61591553781193	26	383111	385988	YBR073W	codirectional	5000	Top2
chr2	391073	395915	4842	7.44046455861024	533	395382	398277	YBR079C	codirectional	10000	Top2
chr2	398358	398714	356	2.21885569014018	101	398613	400890	YBR080C	codirectional	10000	Top2
chr2	400793	401357	564	2.23395120236873	97	398613	400890	YBR080C	codirectional	10000	Top2
chr2	400793	401357	564	2.23395120236873	105	401252	405251	YBR081C	codirectional	10000	Top2
chr2	400793	401357	564	2.23395120236873	105	401252	405251	YBR081C	codirectional	5000	Top2
chr2	405401	409717	4316	5.62675610538719	542	406627	407169	YBR082C	codirectional	2000	Top2
chr2	405401	409717	4316	5.62675610538719	542	406627	407169	YBR082C	codirectional	10000	Top2
chr2	405401	409717	4316	5.62675610538719	542	406627	407169	YBR082C	codirectional	1000	Top2
chr2	405401	409717	4316	5.62675610538719	542	406627	407169	YBR082C	codirectional	5000	Top2
chr2	405401	409717	4316	5.62675610538719	549	409168	410629	YBR083W	codirectional	5000	Top2
chr2	405401	409717	4316	5.62675610538719	549	409168	410629	YBR083W	codirectional	2000	Top2
chr2	405401	409717	4316	5.62675610538719	549	409168	410629	YBR083W	codirectional	10000	Top2
chr2	410538	410892	354	1.55535249646388	91	409168	410629	YBR083W	codirectional	5000	Top2
chr2	410538	410892	354	1.55535249646388	91	409168	410629	YBR083W	codirectional	2000	Top2
chr2	410538	410892	354	1.55535249646388	91	409168	410629	YBR083W	codirectional	10000	Top2
chr2	413755	414702	947	3.46395910450482	226	411053	413981	YBR084W	codirectional	10000	Top2
chr2	413755	414702	947	3.46395910450482	226	411053	413981	YBR084W	codirectional	5000	Top2
chr2	413755	414702	947	3.46395910450482	517	414185	415261	YBR084C-A	headon	10000	Top2
chr2	415229	415944	715	4.37192444944965	32	414185	415261	YBR084C-A	headon	10000	Top2
chr2	477868	479364	1496	3.61237784322265	1179	477670	479047	YBR118W	headon	10000	Top2
chr2	477868	479364	1496	3.61237784322265	27	479337	480323	YBR119W	headon	10000	Top2
chr2	480421	480580	159	1.90315069991038	146	480434	480923	YBR120C	codirectional	10000	Top2
chr2	481035	481600	565	3.1862797256862	237	481363	483367	YBR121C	codirectional	10000	Top2
chr2	481035	481600	565	3.1862797256862	237	481363	483367	YBR121C	codirectional	5000	Top2
chr2	483244	483892	648	2.85560316206737	123	481363	483367	YBR121C	codirectional	10000	Top2
chr2	483244	483892	648	2.85560316206737	123	481363	483367	YBR121C	codirectional	5000	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	500	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	10000	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	2000	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	5000	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	250	Top2
chr2	486360	487479	1119	2.39954924673011	331	484741	486691	YBR123C	codirectional	1000	Top2
chr2	486360	487479	1119	2.39954924673011	281	487198	488380	YBR125C	headon	1000	Top2
chr2	486360	487479	1119	2.39954924673011	281	487198	488380	YBR125C	headon	5000	Top2
chr2	486360	487479	1119	2.39954924673011	281	487198	488380	YBR125C	headon	500	Top2
chr2	486360	487479	1119	2.39954924673011	281	487198	488380	YBR125C	headon	10000	Top2
chr2	486360	487479	1119	2.39954924673011	281	487198	488380	YBR125C	headon	2000	Top2
chr2	487847	492189	4342	5.56424038439689	533	487198	488380	YBR125C	headon	1000	Top2
chr2	487847	492189	4342	5.56424038439689	533	487198	488380	YBR125C	headon	5000	Top2
chr2	487847	492189	4342	5.56424038439689	533	487198	488380	YBR125C	headon	500	Top2
chr2	487847	492189	4342	5.56424038439689	533	487198	488380	YBR125C	headon	10000	Top2
chr2	487847	492189	4342	5.56424038439689	533	487198	488380	YBR125C	headon	2000	Top2
chr2	487847	492189	4342	5.56424038439689	1488	488904	490392	YBR126C	headon	10000	Top2
chr2	487847	492189	4342	5.56424038439689	1488	488904	490392	YBR126C	headon	5000	Top2
chr2	487847	492189	4342	5.56424038439689	207	490849	491056	YBR126W-A	codirectional	10000	Top2
chr2	487847	492189	4342	5.56424038439689	207	490849	491056	YBR126W-A	codirectional	5000	Top2
chr2	487847	492189	4342	5.56424038439689	144	490926	491070	YBR126W-B	codirectional	10000	Top2
chr2	487847	492189	4342	5.56424038439689	144	490926	491070	YBR126W-B	codirectional	5000	Top2
chr2	487847	492189	4342	5.56424038439689	921	491268	492822	YBR127C	headon	10000	Top2
chr2	487847	492189	4342	5.56424038439689	921	491268	492822	YBR127C	headon	5000	Top2
chr2	492604	493558	954	4.55429147635986	218	491268	492822	YBR127C	headon	10000	Top2
chr2	492604	493558	954	4.55429147635986	218	491268	492822	YBR127C	headon	5000	Top2
chr2	492604	493558	954	4.55429147635986	478	493080	494115	YBR128C	headon	10000	Top2
chr2	51096	51542	446	1.49350309830692	446	51018	59382	YBL088C	codirectional	10000	Top2
